thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
28,28,0,4,2,baseline,158,3.9,0.38,1.0,0.236,flat,curv_flat,0.0,0.38,rew,pen,input_data/stims/Shape_3.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,5.528592399990885,None,None,None,['left'],[0.6826773999782745],[0.2559756000118796],up,1.2346245999797247,None,4,0,4,0,0,28,28,38,1328.7851586999896,,,,,,,,,1328.7693010999938,0.000597400008700788,1329.8539330999774,1329.8545067999803,1329.8685638000024,1330.8685597000003,1330.8521376999852,1330.8525622999878,0.0004329000075813383,1332.1372101999877,1332.138689399988,1332.1519386,1332.1519386,1332.1519386,1332.1519386,1332.1519386,1332.1519386,1332.1519386,1333.4031958999985,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108]",None,None,['left'],[0.6826773999782745],[0.2559756000118796],up,1.2346245999797247,None,1333.4036699999997,1333.4186373999983,1333.6686636999948,1333.6521568000026,1333.6525470999768,1333.6686636999948,,1334.668692999985,,1334.6522449999757,rew,1,3,1333.6686636999948,1334.668692999985,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
29,29,0,4,2,baseline,137,1.7,-0.06,3.0,-0.392,curv,flat_curv,0.0,0.06,pen,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,"['right', 'right']","[0.8611178999999538, 2.109118899999885]","[0.34408569999504834, 0.16806569998152554]",up,2.6051109999825712,None,4,0,4,0,0,29,29,17,1334.668692999985,,,,,,,,,1334.6528314999887,0.0005858000076841563,1335.5869738999754,1335.5873663999955,1335.602030799986,1336.602054499992,1336.585559500003,1336.5860053999932,0.0004540000227279961,1338.0695355999924,1338.0708028999798,1338.0854509999917,1338.0854509999917,1338.0854509999917,1338.0854509999917,1338.0854509999917,1338.0854509999917,1338.0854509999917,1340.7032248000032,"[-0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.392, -0.384, -0.376, -0.368, -0.36, -0.352, -0.344, -0.336, -0.328, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144]",None,None,"['right', 'right']","[0.8611178999999538, 2.109118899999885]","[0.34408569999504834, 0.16806569998152554]",up,2.6051109999825712,None,1340.703674599994,1340.7188260999974,1340.9688459000026,1340.9523551999882,1340.9527551999781,1340.9688459000026,,1341.968854799983,,1341.9524340999778,pen,0,-3,,,1340.9688459000026,1341.968854799983,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
30,30,0,4,2,baseline,136,1.7,-0.06,3.0,-0.184,curv,curv_flat,0.0,-0.06,pen,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,5.528592399990885,None,None,None,['right'],[0.8450333000218961],[0.21593499998562038],up,1.1969914000073913,None,4,0,4,0,0,30,30,16,1341.968854799983,,,,,,,,,1341.9530258000013,0.000590900017414242,1343.0373791999882,1343.0377450999804,1343.052278499992,1344.0522823999927,1344.0357913000043,1344.0362324999878,0.00044960001832805574,1345.4705585999764,1345.4723653999972,1345.4856280999957,1345.4856280999957,1345.4856280999957,1345.4856280999957,1345.4856280999957,1345.4856280999957,1345.4856280999957,1346.686763399979,"[-0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08]",None,None,['right'],[0.8450333000218961],[0.21593499998562038],up,1.1969914000073913,None,1346.6872196999902,1346.7023397999874,1346.952325899998,1346.9358707999927,1346.9362673999858,1346.952325899998,1346.952325899998,1347.9523524999968,1347.9523524999968,1347.9358565000002,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
31,31,0,4,2,baseline,129,0.9,-0.22,3.0,-0.016,curv,flat_curv,0.0,0.22,pen,rew,input_data/stims/Shape_0.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['right'],[0.43146360001992434],[0.2399796999816317],up,0.7914210000017192,None,4,0,4,0,0,31,31,9,1347.9523524999968,,,,,,,,,1347.9364665999892,0.000610999995842576,1348.920275499986,1348.9206549999944,1348.9357668999874,1349.935791900003,1349.919376099977,1349.9198620999814,0.0004965999978594482,1351.2043620999902,1351.2056560999772,1351.2191361000005,1351.2191361000005,1351.2191361000005,1351.2191361000005,1351.2191361000005,1351.2191361000005,1351.2191361000005,1352.0201498999959,"[-0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104]",None,None,['right'],[0.43146360001992434],[0.2399796999816317],up,0.7914210000017192,None,1352.020534499985,1352.0358148999803,1352.2858148999803,1352.2692872000043,1352.2696810999769,1352.2858148999803,1352.2858148999803,1353.2858809999889,1353.2858809999889,1353.2695651999966,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
32,32,0,4,2,baseline,121,0.1,-0.38,3.0,-0.22,curv,flat_curv,0.0,0.38,pen,rew,input_data/stims/Shape_0.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['right'],[0.4720151999790687],[0.6479586000205018],up,1.2879784999822732,None,4,0,4,0,0,32,32,1,1353.2858809999889,,,,,,,,,1353.2701985999884,0.0006345000001601875,1354.205425299995,1354.2058431999758,1354.219237399986,1355.2192260999873,1355.2027537999966,1355.203206599981,0.00045670001418329775,1356.5874097999767,1356.5886799999862,1356.602609900001,1356.602609900001,1356.602609900001,1356.602609900001,1356.602609900001,1356.602609900001,1356.602609900001,1357.9036990999884,"[-0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092]",None,None,['right'],[0.4720151999790687],[0.6479586000205018],up,1.2879784999822732,None,1357.9041322999983,1357.919301099988,1358.1693497999804,1358.1528349999862,1358.1532439999864,1358.1693497999804,1358.1693497999804,1359.1693443999975,1359.1693443999975,1359.1529524999787,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
33,33,0,4,2,baseline,157,3.7,0.34,1.0,-0.156,flat,flat_curv,0.0,-0.34,rew,pen,input_data/stims/Shape_3.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['right'],[0.6804733000171836],[0.5360596999817062],up,2.8165241999959107,None,4,0,4,0,0,33,33,37,1359.1693443999975,,,,,,,,,1359.1535428999923,0.0005906999867875129,1360.138266599999,1360.138652900001,1360.1527367999952,1361.1527189000044,1361.1362645999761,1361.1367086999817,0.00045089999912306666,1362.5702312999929,1362.5716751999862,1362.5861111999839,1362.5861111999839,1362.5861111999839,1362.5861111999839,1362.5861111999839,1362.5861111999839,1362.5861111999839,1365.403939299984,"[-0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",None,None,['right'],[0.6804733000171836],[0.5360596999817062],up,2.8165241999959107,None,1365.4043982999865,1365.4195295999816,1365.66954849998,1365.6531039999973,1365.6535093999992,1365.66954849998,,1366.669660399988,,1366.6532032999967,rew,0,-1,,,,,1365.66954849998,1366.669660399988,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
34,34,0,4,2,baseline,153,3.3,0.26,1.0,-0.216,flat,flat_curv,0.0,-0.26,rew,pen,input_data/stims/Shape_3.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['right'],[0.6253334999782965],[0.5359552000008989],up,1.9453282000031322,None,4,0,4,0,0,34,34,33,1366.669660399988,,,,,,,,,1366.653819899977,0.0006163000070955604,1367.5377099000034,1367.5380800999992,1367.553117399977,1368.5533222999948,1368.5368091999844,1368.5372603999858,0.00045960000716149807,1369.9215513999807,1369.9228219999932,1369.9372638999776,1369.9372638999776,1369.9372638999776,1369.9372638999776,1369.9372638999776,1369.9372638999776,1369.9372638999776,1371.887443899992,"[-0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04]",None,None,['right'],[0.6253334999782965],[0.5359552000008989],up,1.9453282000031322,None,1371.887873300002,1371.90302659999,1372.1530375999864,1372.136575899989,1372.1369738999929,1372.1530375999864,,1373.1530810999975,,1373.1366582999763,rew,0,-1,,,,,1372.1530375999864,1373.1530810999975,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
35,35,0,4,2,baseline,131,1.1,-0.18,3.0,0.292,curv,flat_curv,0.0,0.18,pen,rew,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['left'],[0.6507623000070453],[0.7600215999991633],up,1.5467803000065032,None,4,0,4,0,0,35,35,11,1373.1530810999975,,,,,,,,,1373.137251099979,0.0005929000035393983,1374.2225491999998,1374.2229687999934,1374.236494599987,1375.2364787999832,1375.2200334999943,1375.2204728999932,0.0004466000245884061,1376.5054470000032,1376.5068503999792,1376.519831099984,1376.519831099984,1376.519831099984,1376.519831099984,1376.519831099984,1376.519831099984,1376.519831099984,1378.0708915999858,"[0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068]",None,None,['left'],[0.6507623000070453],[0.7600215999991633],up,1.5467803000065032,None,1378.0713015999936,1378.0865358999872,1378.3365422999777,1378.3200843999803,1378.3204704999807,1378.3365422999777,,1379.3365840999759,,1379.3201281999936,pen,0,-3,,,1378.3365422999777,1379.3365840999759,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
36,36,0,4,2,baseline,155,3.5,0.3,1.0,0.184,flat,flat_curv,0.0,-0.3,rew,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['left'],[0.7692929999902844],[0.2959452999930363],up,1.5132689999882132,None,4,0,4,0,0,36,36,35,1379.3365840999759,,,,,,,,,1379.3207255000016,0.0005966999742668122,1380.2561328999873,1380.2567151999974,1380.2699604999798,1381.2699920999876,1381.2534872999822,1381.253908899991,0.00043000001460313797,1382.5385999999999,1382.5398931999807,1382.5533585999801,1382.5533585999801,1382.5533585999801,1382.5533585999801,1382.5533585999801,1382.5533585999801,1382.5533585999801,1384.0711287999875,"[0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048]",None,None,['left'],[0.7692929999902844],[0.2959452999930363],up,1.5132689999882132,None,1384.0715568999876,1384.0867463999894,1384.3367074999842,1384.3201759999793,1384.320559099986,1384.3367074999842,,1385.3367383999866,,1385.3203326999792,rew,0,-1,,,,,1384.3367074999842,1385.3367383999866,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
37,37,0,4,2,baseline,122,0.3,-0.34,3.0,0.152,curv,curv_flat,0.0,-0.34,pen,rew,input_data/stims/Shape_0.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,5.528592399990885,None,None,None,['left'],[1.0171229999978095],[0.20801139998366125],up,1.58503569997265,None,4,0,4,0,0,37,37,2,1385.3367383999866,,,,,,,,,1385.3209586000012,0.0006259999936446548,1386.3046728000045,1386.30548369998,1386.3201537999848,1387.3201323999965,1387.3036728999869,1387.3041054999921,0.00044219999108463526,1388.7386546999915,1388.7399651999876,1388.7535157999955,1388.7535157999955,1388.7535157999955,1388.7535157999955,1388.7535157999955,1388.7535157999955,1388.7535157999955,1390.3546149999893,"[0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056]",None,None,['left'],[1.0171229999978095],[0.20801139998366125],up,1.58503569997265,None,1390.3550190999813,1390.370210699999,1390.6202298999997,1390.60380479999,1390.6042389999784,1390.6202298999997,,1391.6202463999798,,1391.6038548999932,pen,0,-3,,,1390.6202298999997,1391.6202463999798,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
38,38,0,4,2,baseline,139,1.9,-0.02,3.0,0.296,curv,flat_curv,0.0,0.02,pen,rew,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,5.528592399990885,None,None,None,['left'],[0.9894892000011168],[0.2560572000220418],up,1.3735589999996591,None,4,0,4,0,0,38,38,19,1391.6202463999798,,,,,,,,,1391.604443899996,0.0005972999788355082,1392.6896197999886,1392.689993099979,1392.7036299000029,1393.7036344999797,1393.6871713,1393.6876123999828,0.0004500000213738531,1395.0221109999984,1395.0233895999845,1395.0370481999998,1395.0370481999998,1395.0370481999998,1395.0370481999998,1395.0370481999998,1395.0370481999998,1395.0370481999998,1396.4213932999992,"[0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176]",None,None,['left'],[0.9894892000011168],[0.2560572000220418],up,1.3735589999996591,None,1396.4217983999988,1396.4370595999935,1396.6870623999857,1396.6706007999892,1396.6710142999946,1396.6870623999857,1396.6870623999857,1397.6871251999983,1397.6871251999983,1397.6706566999783,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202521,patients,A,2025-12-12_15h14.47.149,asymmetry_final,2024.2.4,60,2025-12-12 15h14.59.626305 -0700,
